CURIE,Identifier,Name,Equivalent Identifiers,Equivalent Name,Types,MicroKG_Name
NCBIGene:1271531,NCBIGene:1271531,PIG-B,"NCBIGene:1271531, UniProtKB:Q7QFX4","PIG-B, Q7QFX4_ANOGA Mannosyltransferase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",PIG-B
NCBITaxon:1262699,NCBITaxon:1262699,Anaerostipes sp. CAG:276,NCBITaxon:1262699,Anaerostipes sp. CAG:276,"biolink:OrganismTaxon, biolink:NamedThing",Anaerostipes sp. CAG:276
UMLS:C1503440,UMLS:C1503440,Subdoligranulum,UMLS:C1503440,Subdoligranulum,"biolink:OrganismTaxon, biolink:NamedThing",Subdoligranulum
CHEBI:15740,CHEBI:15740,formate,"CHEBI:15740, PUBCHEM.COMPOUND:283, CAS:71-47-6, GTOPDB:4540, HMDB:HMDB0304356, INCHIKEY:BDAGIHXWWSANSR-UHFFFAOYSA-M","formate, Formate, No label, formate, formate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",formate
NCBIGene:72065270,NCBIGene:72065270,JDV02_003310,NCBIGene:72065270,JDV02_003310,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",JDV02_003310
CHEBI:17721,CHEBI:17721,"(S,S,S)-nicotianamine","CHEBI:17721, UNII:2OGX6YHQ1F, PUBCHEM.COMPOUND:9882882, CHEMBL.COMPOUND:CHEMBL3581907, MESH:C082893, CAS:34441-14-0, KEGG.COMPOUND:C05324, INCHIKEY:KRGPXXHMOXVMMM-CIUDSAMLSA-N","(S,S,S)-nicotianamine, NICOTIANAMINE, Nicotianamine, CHEMBL3581907, nicotianamine, No label, No label, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","(S,S,S)-nicotianamine"
NCBIGene:26643539,NCBIGene:26643539,009,"NCBIGene:26643539, UniProtKB:F8SJP0","009, F8SJP0_BPPA3 Virion structural protein (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",009
NCBIGene:11845868,NCBIGene:11845868,KPHS_08780,"NCBIGene:11845868, UniProtKB:A0A0H3GMR9","KPHS_08780, A0A0H3GMR9_KLEPH General secretion pathway protein M (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",KPHS_08780
NCBITaxon:305719,NCBITaxon:305719,Segatella baroniae,"NCBITaxon:305719, MESH:C000643300, UMLS:C1623544","Segatella baroniae, Prevotella baroniae, Prevotella baroniae","biolink:OrganismTaxon, biolink:NamedThing",Segatella baroniae
NCBIGene:66475989,NCBIGene:66475989,FXB41_RS01680,NCBIGene:66475989,FXB41_RS01680,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",FXB41_RS01680
NCBITaxon:2635253,NCBITaxon:2635253,unclassified Anaerostipes,NCBITaxon:2635253,unclassified Anaerostipes,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Anaerostipes
NCBIGene:71980049,NCBIGene:71980049,CLAFUR5_00171,NCBIGene:71980049,CLAFUR5_00171,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",CLAFUR5_00171
MESH:C023093,MESH:C023093,"tagatose 1,6-diphosphate aldolase","MESH:C023093, UMLS:C0075774","tagatose 1,6-diphosphate aldolase, tagatose 1,6-diphosphate aldolase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","tagatose 1,6-diphosphate aldolase"
NCBITaxon:1306852,NCBITaxon:1306852,Paenibacillus etheri,"NCBITaxon:1306852, MESH:C000642687, UMLS:C3630086","Paenibacillus etheri, Paenibacillus etheri, Paenibacillus etheri","biolink:OrganismTaxon, biolink:NamedThing",Paenibacillus etheri
NCBITaxon:419005,NCBITaxon:419005,Prevotella amnii,"NCBITaxon:419005, MESH:C000643302, UMLS:C2274359","Prevotella amnii, Prevotella amnii, Prevotella amnii","biolink:OrganismTaxon, biolink:NamedThing",Prevotella amnii
NCBITaxon:314319,NCBITaxon:314319,Prolixibacter bellariivorans,"NCBITaxon:314319, MESH:C000642947, UMLS:C2270764","Prolixibacter bellariivorans, Prolixibacter bellariivorans, Prolixibacter bellariivorans","biolink:OrganismTaxon, biolink:NamedThing",Prolixibacter bellariivorans
PR:000033154,PR:000033154,ribosomal protein uL16 3-hydroxylase,PR:000033154,ribosomal protein uL16 3-hydroxylase,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",ribosomal protein uL16 3-hydroxylase
NCBITaxon:1895721,NCBITaxon:1895721,Bacteroidia bacterium 44-10,NCBITaxon:1895721,Bacteroidia bacterium 44-10,"biolink:OrganismTaxon, biolink:NamedThing",Bacteroidia bacterium 44-10
PR:000033215,PR:000033215,toxin YoeB,PR:000033215,toxin YoeB,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",toxin YoeB
NCBITaxon:2028570,NCBITaxon:2028570,Rhodococcus sp. ACS1,NCBITaxon:2028570,Rhodococcus sp. ACS1,"biolink:OrganismTaxon, biolink:NamedThing",Rhodococcus sp. ACS1
MONDO:0005148,MONDO:0005148,type 2 diabetes mellitus,"MONDO:0005148, DOID:9352, OMIM:125853, UMLS:C0011860, UMLS:C1852091, UMLS:C4017238, MESH:D003924, MEDDRA:10012611, MEDDRA:10012613, MEDDRA:10026947, MEDDRA:10029402, MEDDRA:10029505, MEDDRA:10045242, MEDDRA:10067585, NCIT:C26747, SNOMEDCT:44054006, medgen:41523, ICD10:E11, KEGG.DISEASE:04930, HP:0005978","type 2 diabetes mellitus, type 2 diabetes mellitus, No label, Diabetes Mellitus, Non-Insulin-Dependent, INSULIN RESISTANCE, SUSCEPTIBILITY TO, TYPE 2 DIABETES MELLITUS, PROTECTION AGAINST, Diabetes Mellitus, Type 2, No label, No label, No label, No label, No label, No label, No label, Type 2 Diabetes Mellitus, No label, No label, No label, No label, Type II diabetes mellitus","biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",type 2 diabetes mellitus
CHEBI:61988,CHEBI:61988,alpha-maltotetraose,"CHEBI:61988, PUBCHEM.COMPOUND:446495, CAS:13086-23-2, INCHIKEY:LUEWUZLMQUOBSB-ZLBHSGTGSA-N","alpha-maltotetraose, Cellotetraose, No label, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",alpha-maltotetraose
PANTHER.FAMILY:PTHR21500,PANTHER.FAMILY:PTHR21500,TUBULIN-SPECIFIC CHAPERONE A,PANTHER.FAMILY:PTHR21500,TUBULIN-SPECIFIC CHAPERONE A,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",TUBULIN-SPECIFIC CHAPERONE A
NCBIGene:120806253,NCBIGene:120806253,LOC120806253,NCBIGene:120806253,LOC120806253,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC120806253
UMLS:C0005910,UMLS:C0005910,Body Weight,UMLS:C0005910,Body Weight,"biolink:OrganismAttribute, biolink:Attribute, biolink:OntologyClass, biolink:NamedThing",Body Weight
MESH:C402794,MESH:C402794,chlorite dismutase,"MESH:C402794, UMLS:C0911291","chlorite dismutase, chlorite dismutase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",chlorite dismutase
NCBIGene:11848757,NCBIGene:11848757,KPHS_37250,"NCBIGene:11848757, UniProtKB:A0A0H3GT05","KPHS_37250, A0A0H3GT05_KLEPH O-succinylbenzoic acid--CoA ligase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",KPHS_37250
MONDO:0006751,MONDO:0006751,Erysipelothrix infectious disease,"MONDO:0006751, UMLS:C0014736, MESH:D004889, MEDDRA:10015148, MEDDRA:10015149, SNOMEDCT:367434002, medgen:41856","Erysipelothrix infectious disease, Erysipelothrix infection, Erysipelothrix Infections, No label, No label, No label, No label","biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",Erysipelothrix infectious disease
UMLS:C1295441,UMLS:C1295441,Dodecanoyl-[acyl-carrier protein] hydrolase,UMLS:C1295441,Dodecanoyl-[acyl-carrier protein] hydrolase,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Dodecanoyl-[acyl-carrier protein] hydrolase
NCBIGene:121684109,NCBIGene:121684109,gpr4,"NCBIGene:121684109, ENSEMBL:ENSASDG00000028549","gpr4, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",gpr4
NCBITaxon:593133,NCBITaxon:593133,Lutibacter maritimus,"NCBITaxon:593133, MESH:C000642094, UMLS:C2991413","Lutibacter maritimus, Lutibacter maritimus, Lutibacter maritimus","biolink:OrganismTaxon, biolink:NamedThing",Lutibacter maritimus
PANTHER.FAMILY:PTHR19961:SF35,PANTHER.FAMILY:PTHR19961:SF35,PLASTIN-2,PANTHER.FAMILY:PTHR19961:SF35,PLASTIN-2,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",PLASTIN-2
MESH:C022550,MESH:C022550,ribulokinase,"MESH:C022550, UMLS:C0073348","ribulokinase, ribulokinase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",ribulokinase
CHEBI:133026,CHEBI:133026,salicyluric beta-D-glucuronide,"CHEBI:133026, PUBCHEM.COMPOUND:121596205, HMDB:HMDB0240252, INCHIKEY:OEPADIDIUZTYOX-QKZHPOIUSA-N","salicyluric beta-D-glucuronide, salicyluric beta-D-glucuronide, Salicyluric beta-D-glucuronide, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",salicyluric beta-D-glucuronide
NCBIGene:20310243,NCBIGene:20310243,HMPREF1120_05604,"NCBIGene:20310243, UniProtKB:H6C449","HMPREF1120_05604, H6C449_EXODN CBS domain-containing membrane protein (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",HMPREF1120_05604
NCBITaxon:34085,NCBITaxon:34085,Riemerella anatipestifer,"NCBITaxon:34085, MESH:C000639115, UMLS:C0317940","Riemerella anatipestifer, Riemerella anatipestifer, Riemerella anatipestifer","biolink:OrganismTaxon, biolink:NamedThing",Riemerella anatipestifer
CHEBI:25094,CHEBI:25094,lysine,"CHEBI:25094, UNII:AI4RT59273, CHEMBL.COMPOUND:CHEMBL28328, KEGG.COMPOUND:C16440, INCHIKEY:KDXKERNSBIXSRK-UHFFFAOYSA-N","lysine, LYSINE, DL-, CHEMBL28328, No label, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",lysine
MESH:C019715,MESH:C019715,L-arabinose isomerase,"MESH:C019715, UMLS:C0064530","L-arabinose isomerase, L-Arabinose isomerase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",L-arabinose isomerase
MESH:D050744,MESH:D050744,Dihydrouracil Dehydrogenase (NAD+),"MESH:D050744, UMLS:C0311627","Dihydrouracil Dehydrogenase (NAD+), Dihydrouracil dehydrogenase (NAD+)","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Dihydrouracil Dehydrogenase (NAD+)
PUBCHEM.COMPOUND:167587331,PUBCHEM.COMPOUND:167587331,Formaldehyde dehydrogenase,"PUBCHEM.COMPOUND:167587331, MESH:C087006, CAS:9028-84-6, UMLS:C0254269","Formaldehyde dehydrogenase, formaldehyde dehydrogenase, glutathione-independent, No label, glutathione-independent formaldehyde dehydrogenase","biolink:MolecularMixture, biolink:ChemicalMixture, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Formaldehyde dehydrogenase
NCBITaxon:1262988,NCBITaxon:1262988,Firmicutes bacterium CAG:95,NCBITaxon:1262988,Firmicutes bacterium CAG:95,"biolink:OrganismTaxon, biolink:NamedThing",Firmicutes bacterium CAG:95
MESH:C096734,MESH:C096734,alpha-glucuronidase,"MESH:C096734, UMLS:C0383824","alpha-glucuronidase, alpha-glucuronidase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",alpha-glucuronidase
CHEBI:15361,CHEBI:15361,pyruvate,"CHEBI:15361, UNII:HO43T60JMG, PUBCHEM.COMPOUND:107735, CAS:57-60-3, INCHIKEY:LCTONWCANYUPML-UHFFFAOYSA-M","pyruvate, PYRUVATE ION, Pyruvate, No label, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",pyruvate
NCBIGene:73327814,NCBIGene:73327814,ColSpa_07012,NCBIGene:73327814,ColSpa_07012,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",ColSpa_07012
NCBIGene:66880248,NCBIGene:66880248,napC,"NCBIGene:66880248, UniProtKB:A0A085UAK5","napC, A0A085UAK5_YERRU Cytochrome c-type protein (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",napC
MESH:C022680,MESH:C022680,streptomycin 6-kinase,"MESH:C022680, UMLS:C0075312","streptomycin 6-kinase, streptomycin 6-kinase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",streptomycin 6-kinase
NCBIGene:110386016,NCBIGene:110386016,LOC110386016,NCBIGene:110386016,LOC110386016,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC110386016
NCBITaxon:2048009,NCBITaxon:2048009,Janthinobacterium sp. BJB446,NCBITaxon:2048009,Janthinobacterium sp. BJB446,"biolink:OrganismTaxon, biolink:NamedThing",Janthinobacterium sp. BJB446
NCBITaxon:1739459,NCBITaxon:1739459,Prevotella sp. HMSC073D09,NCBITaxon:1739459,Prevotella sp. HMSC073D09,"biolink:OrganismTaxon, biolink:NamedThing",Prevotella sp. HMSC073D09
MESH:D015720,MESH:D015720,5'-Nucleotidase,"MESH:D015720, UMLS:C0000530","5'-Nucleotidase, 5'-NUCLEOTIDASE","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",5'-Nucleotidase
NCBIGene:1255696,NCBIGene:1255696,hupA,NCBIGene:1255696,hupA,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",hupA
UMLS:C0005213,UMLS:C0005213,beta-Enolase,UMLS:C0005213,beta-Enolase,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",beta-Enolase
MESH:D000637,MESH:D000637,Transaminases,"MESH:D000637, UMLS:C0002594","Transaminases, Transaminases","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Transaminases
UMLS:C1261360,UMLS:C1261360,Total protein result,UMLS:C1261360,Total protein result,"biolink:PhenotypicFeature, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",Total protein result
NCBIGene:78363998,NCBIGene:78363998,I579_RS01290,NCBIGene:78363998,I579_RS01290,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",I579_RS01290
NCBIGene:25496881,NCBIGene:25496881,LOC25496881,"NCBIGene:25496881, UniProtKB:I3SNM6","LOC25496881, I3SNM6_MEDTR ATP-dependent Clp protease adaptor protein ClpS (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",LOC25496881
NCBITaxon:76122,NCBITaxon:76122,Alloprevotella tannerae,"NCBITaxon:76122, MESH:C000648389, UMLS:C1031669","Alloprevotella tannerae, Alloprevotella tannerae, Alloprevotella tannerae","biolink:OrganismTaxon, biolink:NamedThing",Alloprevotella tannerae
